Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA,AAPL,AMZN,GOOG,MSFT,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,73.05941009521484,94.90049743652344,68.36849975585938,154.77951049804688,28.68400001525879,75.0875015258789,94.90049743652344,68.36849975585938,160.6199951171875,28.68400001525879,75.1500015258789,94.90049743652344,68.40699768066406,160.72999572753906,28.713333129882812,73.79750061035156,93.2074966430664,67.07749938964844,158.3300018310547,28.11400032043457,74.05999755859375,93.75,67.07749938964844,158.77999877929688,28.299999237060547,135480400,80580000,28132000,22622100,142981500
2020-01-03,72.34913635253906,93.74849700927734,68.03299713134766,152.85226440429688,29.534000396728516,74.35749816894531,93.74849700927734,68.03299713134766,158.6199951171875,29.534000396728516,75.1449966430664,94.30999755859375,68.625,159.9499969482422,30.266666412353516,74.125,93.2249984741211,67.2771987915039,158.05999755859375,29.128000259399414,74.2874984741211,93.2249984741211,67.39299774169922,158.32000732421875,29.366666793823242,146322800,75288000,23728000,21116200,266677500
2020-01-06,72.92562866210938,95.14399719238281,69.71050262451172,153.24734497070312,30.1026668548584,74.94999694824219,95.14399719238281,69.71050262451172,159.02999877929688,30.1026668548584,74.98999786376953,95.18450164794922,69.82499694824219,159.10000610351562,30.104000091552734,73.1875,93.0,67.5,156.50999450683594,29.333332061767578,73.44750213623047,93.0,67.5,157.0800018310547,29.364667892456055,118387200,81236000,34646000,20813700,151995000
2020-01-07,72.58265686035156,95.34300231933594,69.66699981689453,151.85006713867188,31.270666122436523,74.59750366210938,95.34300231933594,69.66699981689453,157.5800018310547,31.270666122436523,75.2249984741211,95.69450378417969,70.14949798583984,159.6699981689453,31.441999435424805,74.37000274658203,94.60199737548828,69.51899719238281,157.32000732421875,30.224000930786133,74.95999908447266,95.2249984741211,69.89700317382812,159.32000732421875,30.760000228881836,108872000,80898000,30054000,21634100,268231500
2020-01-08,73.750244140625,94.59850311279297,70.21600341796875,154.26878356933594,32.80933380126953,75.79750061035156,94.59850311279297,70.21600341796875,160.08999633789062,32.80933380126953,76.11000061035156,95.55000305175781,70.5790023803711,160.8000030517578,33.232666015625,74.29000091552734,94.3219985961914,69.54199981689453,157.9499969482422,31.215333938598633,74.29000091552734,94.9020004272461,69.60399627685547,158.92999267578125,31.579999923706055,132079200,70160000,30560000,27746500,467164500
2020-01-09,75.31676483154297,95.05249786376953,70.99150085449219,156.1960906982422,32.089332580566406,77.40750122070312,95.05249786376953,70.99150085449219,162.08999633789062,32.089332580566406,77.60749816894531,95.89099884033203,71.36650085449219,162.22000122070312,33.253334045410156,76.55000305175781,94.79000091552734,70.51349639892578,161.02999877929688,31.524667739868164,76.80999755859375,95.49449920654297,71.02850341796875,161.83999633789062,33.13999938964844,170108400,63346000,30018000,21385000,426606000
2020-01-10,75.48702239990234,94.15799713134766,71.48650360107422,155.4733428955078,31.876667022705078,77.5824966430664,94.15799713134766,71.48650360107422,161.33999633789062,31.876667022705078,78.1675033569336,95.34700012207031,71.74645233154297,163.22000122070312,32.3293342590332,77.0625,94.0,70.9175033569336,161.17999267578125,31.579999923706055,77.6500015258789,95.26850128173828,71.37799835205078,162.82000732421875,32.11933135986328,140644800,57074000,36414000,20725900,194392500
2020-01-13,77.09976959228516,94.56500244140625,71.96150207519531,157.34278869628906,34.990665435791016,79.23999786376953,94.56500244140625,71.96150207519531,163.27999877929688,34.990665435791016,79.26750183105469,94.9000015258789,72.0260009765625,163.30999755859375,35.04199981689453,77.7874984741211,94.04000091552734,71.3010025024414,161.25999450683594,32.79999923706055,77.91000366210938,94.56549835205078,71.80650329589844,161.75999450683594,32.900001525878906,121532000,55616000,33046000,21626500,397764000
2020-01-14,76.05866241455078,93.47200012207031,71.54399871826172,156.2346649169922,35.861331939697266,78.16999816894531,93.47200012207031,71.54399871826172,162.1300048828125,35.861331939697266,79.39250183105469,94.35549926757812,72.08999633789062,163.60000610351562,36.49399948120117,78.0425033569336,92.92749786376953,71.41850280761719,161.72000122070312,34.99333190917969,79.17500305175781,94.29399871826172,71.95050048828125,163.38999938964844,36.284000396728516,161954400,68818000,31178000,23477400,434943000
2020-01-15,75.73271179199219,93.10099792480469,71.95999908447266,157.24639892578125,34.56666564941406,77.83499908447266,93.10099792480469,71.95999908447266,163.17999267578125,34.56666564941406,78.875,93.94300079345703,72.06974792480469,163.94000244140625,35.85599899291992,77.38749694824219,92.75450134277344,71.510498046875,162.57000732421875,34.452667236328125,77.9625015258789,93.61250305175781,71.510498046875,162.6199951171875,35.31733322143555,121923600,57932000,25654000,21417900,260532000
2020-01-16,76.68136596679688,93.89700317382812,72.58499908447266,160.1277313232422,34.232666015625,78.80999755859375,93.89700317382812,72.58499908447266,166.1699981689453,34.232666015625,78.92500305175781,94.27950286865234,72.59950256347656,166.24000549316406,34.297332763671875,78.02249908447266,93.3010025024414,72.0459976196289,164.02999877929688,32.81133270263672,78.39749908447266,94.14949798583984,72.37200164794922,164.35000610351562,32.91666793823242,108829200,53190000,23474000,23865400,326050500
